ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab5,wall_follower,384,53531.599999999824,120,264,34,26,23,37,132,132,1.80519,0.004701015625,120,76,0.41081081081081083,208,208,208.0,208,208
1,lab5,wall_follower,384,53531.599999999824,120,264,34,26,23,37,132,132,1.837697,0.004785669270833333,120,76,0.41081081081081083,208,208,208.0,208,208
2,lab5,wall_follower,384,53531.599999999824,120,264,34,26,23,37,132,132,1.818258,0.004735046875,120,76,0.41081081081081083,208,208,208.0,208,208
3,lab5,wall_follower,384,53531.599999999824,120,264,34,26,23,37,132,132,1.82463,0.004751640625,120,76,0.41081081081081083,208,208,208.0,208,208
4,lab5,wall_follower,384,53531.599999999824,120,264,34,26,23,37,132,132,1.817009,0.004731794270833333,120,76,0.41081081081081083,208,208,208.0,208,208
5,lab5,wall_follower,384,53531.599999999824,120,264,34,26,23,37,132,132,1.833416,0.004774520833333333,120,76,0.41081081081081083,208,208,208.0,208,208
6,lab5,wall_follower,384,53531.599999999824,120,264,34,26,23,37,132,132,1.824372,0.00475096875,120,76,0.41081081081081083,208,208,208.0,208,208
7,lab5,wall_follower,384,53531.599999999824,120,264,34,26,23,37,132,132,1.811475,0.0047173828125,120,76,0.41081081081081083,208,208,208.0,208,208
8,lab5,wall_follower,384,53531.599999999824,120,264,34,26,23,37,132,132,1.829928,0.0047654375,120,76,0.41081081081081083,208,208,208.0,208,208
9,lab5,wall_follower,384,53531.599999999824,120,264,34,26,23,37,132,132,1.820224,0.004740166666666667,120,76,0.41081081081081083,208,208,208.0,208,208
10,lab5,AVERAGE,384.0,53531.599999999824,120.0,264.0,34.0,26.0,23.0,37.0,132.0,132.0,1.8222199,0.004745364322916666,120.0,76.0,0.4108108108108109,208.0,208.0,208.0,208.0,208.0
