ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab9,simple,449,84186.19999999992,264,185,55,84,51,74,62,123,9.196535,0.02048226057906459,264,75,0.38461538461538464,560,832,726.5746102449889,560,832
1,lab9,simple,181,13850.999999999995,106,75,25,35,21,25,25,50,3.695649,0.020417950276243095,106,47,0.24102564102564103,560,832,721.767955801105,560,832
2,lab9,simple,229,22149.399999999983,138,91,37,39,33,29,31,60,4.607085,0.020118275109170303,138,66,0.3384615384615385,560,832,727.3711790393013,560,832
3,lab9,simple,273,30786.199999999975,156,117,38,47,34,37,32,85,5.374086,0.019685296703296704,156,73,0.37435897435897436,560,832,711.3553113553113,560,832
4,lab9,simple,667,186737.99999999994,404,263,90,119,86,109,91,172,14.643798,0.02195471964017991,404,96,0.49230769230769234,560,832,727.928035982009,560,832
5,lab9,simple,151,9795.2,96,55,22,33,18,23,21,34,3.240229,0.021458470198675497,96,56,0.28717948717948716,560,832,734.9933774834437,560,832
6,lab9,simple,477,95843.39999999997,296,181,66,89,62,79,58,123,9.515299,0.019948215932914046,296,84,0.4307692307692308,560,832,716.2599580712788,560,832
7,lab9,simple,837,298121.8000000007,512,325,123,140,119,130,118,207,16.942636,0.020242097968936678,512,111,0.5692307692307692,560,832,719.4456391875747,560,832
8,lab9,simple,53,1191.8000000000006,34,19,9,15,5,5,5,14,1.195596,0.022558415094339625,34,23,0.11794871794871795,560,832,732.6792452830189,560,832
9,lab9,simple,1925,1563645.0000000028,1164,761,269,320,265,310,244,517,38.232884,0.019861238441558442,1164,131,0.6717948717948717,560,832,718.7657142857142,560,832
10,lab9,AVERAGE,524.2,230630.80000000034,317.0,207.2,73.4,92.1,69.4,82.1,68.7,138.5,10.6643797,0.02067269399443789,317.0,76.2,0.39076923076923076,560.0,832.0,723.7141026733746,560.0,832.0
