ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab7,simple,472,92644.79999999999,277,195,67,79,60,71,70,125,9.303509,0.019710824152542373,277,106,0.5888888888888889,560,832,715.3898305084746,560,832
1,lab7,simple,4708,9277227.999999868,2779,1929,635,762,628,754,677,1252,96.723954,0.020544595157179272,2779,165,0.9166666666666666,560,832,719.4613423959219,560,832
2,lab7,simple,944,371293.60000000044,557,387,132,154,125,146,130,257,18.829963,0.019946994703389828,557,118,0.6555555555555556,560,832,718.7033898305085,560,832
3,lab7,simple,2184,1999796.3999999978,1295,889,309,346,302,338,325,564,44.524629,0.02038673489010989,1295,166,0.9222222222222223,560,832,719.1391941391942,560,832
4,lab7,simple,982,403500.6000000009,581,401,135,163,128,155,143,258,19.941949,0.020307483706720978,581,132,0.7333333333333333,560,832,718.9816700610997,560,832
5,lab7,simple,5448,12441543.999999857,3261,2187,760,878,753,870,814,1373,115.360277,0.021174793869309837,3261,173,0.9611111111111111,560,832,719.7650513950074,560,832
6,lab7,simple,52,1111.9999999999995,31,21,11,12,4,4,9,12,1.163905,0.02238278846153846,31,28,0.15555555555555556,560,832,737.2307692307693,560,832
7,lab7,simple,416,72536.79999999996,249,167,56,76,49,68,54,113,8.596937,0.020665713942307692,249,89,0.49444444444444446,560,832,723.6346153846154,560,832
8,lab7,simple,2046,1757471.000000003,1229,817,298,324,291,316,299,518,41.485329,0.020276309384164224,1229,163,0.9055555555555556,560,832,719.5151515151515,560,832
9,lab7,simple,72,2147.6000000000004,43,29,12,17,5,9,9,20,1.4861,0.020640277777777778,43,34,0.18888888888888888,560,832,722.8888888888889,560,832
10,lab7,AVERAGE,1732.4,2641927.4799999734,1030.2,702.2,241.5,281.1,234.5,273.1,253.0,449.2,35.7416552,0.020603651604504034,1030.2,117.4,0.6522222222222223,560.0,832.0,721.4709903349631,560.0,832.0
