ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab3,simple,2086,1800833.0000000047,1200,886,305,292,300,303,337,549,41.832224,0.02005379865771812,1200,176,0.9513513513513514,560,832,719.8197507190796,560,712
1,lab3,simple,486,98826.59999999996,284,202,80,59,75,70,77,125,9.97864,0.020532181069958848,284,68,0.3675675675675676,560,832,720.3786008230453,560,712
2,lab3,simple,350,50386.599999999955,200,150,57,40,52,51,55,95,7.152107,0.020434591428571427,200,71,0.3837837837837838,560,832,712.4571428571429,560,712
3,lab3,simple,506,104774.59999999995,278,228,75,61,70,72,68,160,9.931673,0.019627812252964425,278,89,0.4810810810810811,560,832,714.6877470355731,560,712
4,lab3,simple,94,3796.200000000001,60,34,19,8,14,19,9,25,2.066005,0.02197877659574468,60,42,0.22702702702702704,560,832,728.0,560,712
5,lab3,simple,1178,576026.2000000026,680,498,174,163,169,174,187,311,24.076734,0.020438653650254667,680,149,0.8054054054054054,560,832,718.3701188455009,560,712
6,lab3,simple,3192,4215213.599999943,1826,1366,475,435,470,446,505,861,64.514239,0.02021122775689223,1826,177,0.9567567567567568,560,832,718.3508771929825,560,712
7,lab3,simple,2186,1980486.5999999961,1250,936,329,293,324,304,344,592,43.971786,0.020115181152790484,1250,160,0.8648648648648649,560,832,718.8691674290942,560,712
8,lab3,simple,2264,2138441.599999993,1334,930,350,314,345,325,339,591,46.265329,0.020435215989399295,1334,174,0.9405405405405406,560,832,720.095406360424,560,712
9,lab3,simple,494,101375.79999999997,286,208,75,65,70,76,82,126,10.134398,0.020514975708502022,286,98,0.5297297297297298,560,832,724.9068825910931,560,712
10,lab3,AVERAGE,1283.6,1107016.079999994,739.8,543.8,193.9,173.0,188.9,184.0,200.3,343.5,25.9923135,0.02043424142627962,739.8,120.4,0.6508108108108108,560.0,832.0,719.5935693853935,560.0,712.0
