ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab2,greedy,580,114480.39999999997,116,464,34,30,20,32,0,464,3.953834,0.006816955172413793,116,69,0.35751295336787564,736,3088,2012.3172413793104,776,2952
1,lab2,greedy,580,114480.39999999997,116,464,34,30,20,32,0,464,3.942993,0.006798263793103448,116,69,0.35751295336787564,736,3088,2012.3172413793104,776,2952
2,lab2,greedy,580,114480.39999999997,116,464,34,30,20,32,0,464,3.921622,0.00676141724137931,116,69,0.35751295336787564,736,3088,2012.3172413793104,776,2952
3,lab2,greedy,580,114480.39999999997,116,464,34,30,20,32,0,464,3.912291,0.0067453293103448275,116,69,0.35751295336787564,736,3088,2012.3172413793104,776,2952
4,lab2,greedy,580,114480.39999999997,116,464,34,30,20,32,0,464,3.904895,0.006732577586206896,116,69,0.35751295336787564,736,3088,2012.3172413793104,776,2952
5,lab2,greedy,580,114480.39999999997,116,464,34,30,20,32,0,464,3.87436,0.006679931034482758,116,69,0.35751295336787564,736,3088,2012.3172413793104,776,2952
6,lab2,greedy,580,114480.39999999997,116,464,34,30,20,32,0,464,3.919481,0.006757725862068966,116,69,0.35751295336787564,736,3088,2012.3172413793104,776,2952
7,lab2,greedy,580,114480.39999999997,116,464,34,30,20,32,0,464,3.92754,0.006771620689655172,116,69,0.35751295336787564,736,3088,2012.3172413793104,776,2952
8,lab2,greedy,580,114480.39999999997,116,464,34,30,20,32,0,464,3.88781,0.006703120689655172,116,69,0.35751295336787564,736,3088,2012.3172413793104,776,2952
9,lab2,greedy,580,114480.39999999997,116,464,34,30,20,32,0,464,3.885415,0.006698991379310345,116,69,0.35751295336787564,736,3088,2012.3172413793104,776,2952
10,lab2,AVERAGE,580.0,114480.39999999995,116.0,464.0,34.0,30.0,20.0,32.0,0.0,464.0,3.9130241000000003,0.006746593275862069,116.0,69.0,0.35751295336787564,736.0,3088.0,2012.3172413793104,776.0,2952.0
