ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab4,greedy,200,13635.999999999982,40,160,17,8,5,10,0,160,1.330785,0.006653925000000001,40,36,0.18652849740932642,608,1992,1349.2,608,1992
1,lab4,greedy,200,13635.999999999982,40,160,17,8,5,10,0,160,1.313198,0.006565990000000001,40,36,0.18652849740932642,608,1992,1349.2,608,1992
2,lab4,greedy,200,13635.999999999982,40,160,17,8,5,10,0,160,1.327285,0.0066364250000000005,40,36,0.18652849740932642,608,1992,1349.2,608,1992
3,lab4,greedy,200,13635.999999999982,40,160,17,8,5,10,0,160,1.32654,0.0066327,40,36,0.18652849740932642,608,1992,1349.2,608,1992
4,lab4,greedy,200,13635.999999999982,40,160,17,8,5,10,0,160,1.320794,0.00660397,40,36,0.18652849740932642,608,1992,1349.2,608,1992
5,lab4,greedy,200,13635.999999999982,40,160,17,8,5,10,0,160,1.309809,0.006549045,40,36,0.18652849740932642,608,1992,1349.2,608,1992
6,lab4,greedy,200,13635.999999999982,40,160,17,8,5,10,0,160,1.293246,0.00646623,40,36,0.18652849740932642,608,1992,1349.2,608,1992
7,lab4,greedy,200,13635.999999999982,40,160,17,8,5,10,0,160,1.289668,0.00644834,40,36,0.18652849740932642,608,1992,1349.2,608,1992
8,lab4,greedy,200,13635.999999999982,40,160,17,8,5,10,0,160,1.292562,0.00646281,40,36,0.18652849740932642,608,1992,1349.2,608,1992
9,lab4,greedy,200,13635.999999999982,40,160,17,8,5,10,0,160,1.300133,0.006500665,40,36,0.18652849740932642,608,1992,1349.2,608,1992
10,lab4,AVERAGE,200.0,13635.999999999982,40.0,160.0,17.0,8.0,5.0,10.0,0.0,160.0,1.310402,0.00655201,40.0,36.0,0.18652849740932642,608.0,1992.0,1349.2000000000003,608.0,1992.0
