ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab6,tremaux,36,569.1999999999999,23,13,2,3,6,12,9,4,0.465983,0.012943972222222221,23,21,0.11290322580645161,664,2104,1527.111111111111,664,2104
1,lab6,tremaux,56,1327.5999999999997,33,23,4,6,8,15,14,9,0.650378,0.011613892857142857,33,26,0.13978494623655913,664,2360,1736.0,664,2360
2,lab6,tremaux,50,1085.8000000000002,31,19,4,5,8,14,12,7,0.573535,0.0114707,31,25,0.13440860215053763,664,2232,1667.04,664,2232
3,lab6,tremaux,32,448.0,19,13,3,0,7,9,9,4,0.369863,0.01155821875,19,19,0.10215053763440861,664,2104,1589.0,664,2104
4,lab6,tremaux,48,972.8000000000002,27,21,3,4,7,13,15,6,0.546389,0.011383104166666666,27,23,0.12365591397849462,664,2360,1691.0,664,2360
5,lab6,tremaux,42,766.2,25,17,3,3,7,12,13,4,0.465597,0.011085642857142856,25,22,0.11827956989247312,664,2232,1626.857142857143,664,2232
6,lab6,tremaux,46,898.2,27,19,4,3,8,12,10,9,0.503019,0.010935195652173912,27,23,0.12365591397849462,664,2232,1682.608695652174,664,2232
7,lab6,tremaux,48,972.8000000000002,27,21,3,4,7,13,15,6,0.5383,0.011214583333333333,27,23,0.12365591397849462,664,2360,1691.0,664,2360
8,lab6,tremaux,42,749.4000000000002,25,17,2,4,6,13,11,6,0.467917,0.011140880952380952,25,22,0.11827956989247312,664,2232,1596.3809523809523,664,2232
9,lab6,tremaux,42,766.2,25,17,3,3,7,12,13,4,0.466695,0.011111785714285715,25,22,0.11827956989247312,664,2232,1626.857142857143,664,2232
10,lab6,AVERAGE,44.2,855.6200000000001,26.2,18.0,3.1,3.5,7.1,12.5,12.1,5.9,0.5047675999999999,0.011445797650534852,26.2,22.6,0.12150537634408601,664.0,2244.8,1643.3855044858524,664.0,2244.8
