ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab4,wall_follower,807,235465.20000000123,250,557,58,72,46,74,276,281,3.842941,0.004762008674101611,250,142,0.7357512953367875,208,208,208.0,208,208
1,lab4,wall_follower,807,235465.20000000123,250,557,58,72,46,74,276,281,3.851987,0.004773218091697645,250,142,0.7357512953367875,208,208,208.0,208,208
2,lab4,wall_follower,807,235465.20000000123,250,557,58,72,46,74,276,281,3.842255,0.0047611586121437425,250,142,0.7357512953367875,208,208,208.0,208,208
3,lab4,wall_follower,807,235465.20000000123,250,557,58,72,46,74,276,281,3.818295,0.004731468401486989,250,142,0.7357512953367875,208,208,208.0,208,208
4,lab4,wall_follower,807,235465.20000000123,250,557,58,72,46,74,276,281,3.851377,0.0047724622057001235,250,142,0.7357512953367875,208,208,208.0,208,208
5,lab4,wall_follower,807,235465.20000000123,250,557,58,72,46,74,276,281,3.829259,0.0047450545229244115,250,142,0.7357512953367875,208,208,208.0,208,208
6,lab4,wall_follower,807,235465.20000000123,250,557,58,72,46,74,276,281,3.837334,0.0047550607187112764,250,142,0.7357512953367875,208,208,208.0,208,208
7,lab4,wall_follower,807,235465.20000000123,250,557,58,72,46,74,276,281,3.851509,0.004772625774473358,250,142,0.7357512953367875,208,208,208.0,208,208
8,lab4,wall_follower,807,235465.20000000123,250,557,58,72,46,74,276,281,3.772442,0.004674649318463444,250,142,0.7357512953367875,208,208,208.0,208,208
9,lab4,wall_follower,807,235465.20000000123,250,557,58,72,46,74,276,281,3.630323,0.0044985415117719954,250,142,0.7357512953367875,208,208,208.0,208,208
10,lab4,AVERAGE,807.0,235465.2000000012,250.0,557.0,58.0,72.0,46.0,74.0,276.0,281.0,3.8127722,0.00472462478314746,250.0,142.0,0.7357512953367875,208.0,208.0,208.0,208.0,208.0
