ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab3,wall_follower,676,166142.00000000047,214,462,59,45,54,56,231,231,3.221463,0.004765477810650887,214,119,0.6432432432432432,208,208,208.0,208,208
1,lab3,wall_follower,676,166142.00000000047,214,462,59,45,54,56,231,231,3.219342,0.00476234023668639,214,119,0.6432432432432432,208,208,208.0,208,208
2,lab3,wall_follower,676,166142.00000000047,214,462,59,45,54,56,231,231,3.218794,0.004761529585798816,214,119,0.6432432432432432,208,208,208.0,208,208
3,lab3,wall_follower,676,166142.00000000047,214,462,59,45,54,56,231,231,3.214788,0.004755603550295858,214,119,0.6432432432432432,208,208,208.0,208,208
4,lab3,wall_follower,676,166142.00000000047,214,462,59,45,54,56,231,231,3.202322,0.004737162721893492,214,119,0.6432432432432432,208,208,208.0,208,208
5,lab3,wall_follower,676,166142.00000000047,214,462,59,45,54,56,231,231,3.171009,0.0046908417159763315,214,119,0.6432432432432432,208,208,208.0,208,208
6,lab3,wall_follower,676,166142.00000000047,214,462,59,45,54,56,231,231,3.163489,0.004679717455621302,214,119,0.6432432432432432,208,208,208.0,208,208
7,lab3,wall_follower,676,166142.00000000047,214,462,59,45,54,56,231,231,3.173336,0.004694284023668639,214,119,0.6432432432432432,208,208,208.0,208,208
8,lab3,wall_follower,676,166142.00000000047,214,462,59,45,54,56,231,231,3.167823,0.0046861286982248515,214,119,0.6432432432432432,208,208,208.0,208,208
9,lab3,wall_follower,676,166142.00000000047,214,462,59,45,54,56,231,231,3.162691,0.004678536982248521,214,119,0.6432432432432432,208,208,208.0,208,208
10,lab3,AVERAGE,676.0,166142.00000000047,214.0,462.0,59.0,45.0,54.0,56.0,231.0,231.0,3.1915056999999996,0.004721162278106509,214.0,119.0,0.6432432432432432,208.0,208.0,208.0,208.0,208.0
