ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab7,tremaux,304,38845.19999999996,183,121,46,53,39,45,73,48,3.953735,0.013005707236842105,183,104,0.5777777777777777,664,8728,4638.578947368421,664,8728
1,lab7,tremaux,340,48167.199999999975,199,141,51,56,44,48,93,48,4.400504,0.01294265882352941,199,112,0.6222222222222222,664,9984,5430.682352941177,664,9984
2,lab7,tremaux,362,54832.2,213,149,53,61,46,53,93,56,4.343924,0.01199979005524862,213,119,0.6611111111111111,664,8800,4991.867403314917,664,8800
3,lab7,tremaux,288,34706.399999999994,169,119,43,49,36,41,74,45,3.356729,0.011655309027777777,169,97,0.5388888888888889,664,7448,4161.694444444444,664,7448
4,lab7,tremaux,296,36682.39999999998,177,119,45,51,38,43,78,41,3.598914,0.012158493243243244,177,101,0.5611111111111111,664,8088,4419.864864864865,664,8088
5,lab7,tremaux,234,22910.99999999999,139,95,36,41,29,33,64,31,2.836045,0.012119850427350427,139,82,0.45555555555555555,664,6552,3708.136752136752,664,6552
6,lab7,tremaux,318,42292.99999999997,187,131,47,54,40,46,82,49,3.709636,0.011665522012578616,187,106,0.5888888888888889,664,8088,4518.96855345912,664,8088
7,lab7,tremaux,114,5564.600000000002,71,43,20,23,13,15,30,13,1.410962,0.012376859649122808,71,48,0.26666666666666666,664,4032,2417.3333333333335,664,4032
8,lab7,tremaux,454,86086.99999999996,269,185,66,76,59,68,121,64,5.652268,0.012449929515418503,269,147,0.8166666666666667,664,11736,6531.506607929516,664,11736
9,lab7,tremaux,226,21254.199999999993,131,95,34,39,27,31,60,35,2.808697,0.012427862831858406,131,78,0.43333333333333335,664,6624,3732.849557522124,664,6624
10,lab7,AVERAGE,293.6,39134.319999999985,173.8,119.8,44.1,50.3,37.1,42.3,76.8,43.0,3.6071414000000006,0.012280198282296992,173.8,99.4,0.5522222222222222,664.0,8008.0,4455.148281731466,664.0,8008.0
