ID,labID,agentID,totalActions,totalActionValue,totalMoves,totalTurns,totalNorth,totalEast,totalSouth,totalWest,totalLeft,totalRight,totalTime,timePerAction,pathlength,totalVisitedGround,percVisitedGround,minCogLoad,maxCogLoad,avCogLoad,startCogLoad,endCogLoad
0,lab8,wall_follower,355,45678.39999999984,109,246,28,33,23,25,122,124,1.66506,0.00469030985915493,109,64,0.3333333333333333,208,208,208.0,208,208
1,lab8,wall_follower,355,45678.39999999984,109,246,28,33,23,25,122,124,1.66194,0.004681521126760563,109,64,0.3333333333333333,208,208,208.0,208,208
2,lab8,wall_follower,355,45678.39999999984,109,246,28,33,23,25,122,124,1.656538,0.004666304225352112,109,64,0.3333333333333333,208,208,208.0,208,208
3,lab8,wall_follower,355,45678.39999999984,109,246,28,33,23,25,122,124,1.668482,0.004699949295774648,109,64,0.3333333333333333,208,208,208.0,208,208
4,lab8,wall_follower,355,45678.39999999984,109,246,28,33,23,25,122,124,1.654564,0.004660743661971831,109,64,0.3333333333333333,208,208,208.0,208,208
5,lab8,wall_follower,355,45678.39999999984,109,246,28,33,23,25,122,124,1.653732,0.0046584,109,64,0.3333333333333333,208,208,208.0,208,208
6,lab8,wall_follower,355,45678.39999999984,109,246,28,33,23,25,122,124,1.658765,0.0046725774647887325,109,64,0.3333333333333333,208,208,208.0,208,208
7,lab8,wall_follower,355,45678.39999999984,109,246,28,33,23,25,122,124,1.654902,0.004661695774647888,109,64,0.3333333333333333,208,208,208.0,208,208
8,lab8,wall_follower,355,45678.39999999984,109,246,28,33,23,25,122,124,1.664524,0.0046888,109,64,0.3333333333333333,208,208,208.0,208,208
9,lab8,wall_follower,355,45678.39999999984,109,246,28,33,23,25,122,124,1.63579,0.004607859154929578,109,64,0.3333333333333333,208,208,208.0,208,208
10,lab8,AVERAGE,355.0,45678.39999999984,109.0,246.0,28.0,33.0,23.0,25.0,122.0,124.0,1.6574297000000002,0.004668816056338028,109.0,64.0,0.33333333333333337,208.0,208.0,208.0,208.0,208.0
